GENE_ID,GENE,number_case,number_control,case_control_ratio
ENSG00000184908,CLCNKB,17,18,-0.06
ENSG00000165323,FAT3,8,4,0.5
ENSG00000184937,WT1,12,8,0.33
ENSG00000166508,MCM7,0,4,-4
ENSG00000184956,MUC6,16,18,-0.12
ENSG00000165568,AKR1E2,8,5,0.38
ENSG00000184984,CHRM5,4,0,4
ENSG00000145147,SLIT2,0,5,-5
ENSG00000159069,FBXW5,4,0,4
ENSG00000153575,name not found,0,4,-4
ENSG00000174844,DNAH12,5,0,5
ENSG00000185000,DGAT1,4,7,-0.75
ENSG00000185008,ROBO2,14,14,0.0
ENSG00000168779,SHOX2,5,8,-0.6
ENSG00000185038,MROH2A,11,8,0.27
ENSG00000175147,TMEM51-AS1,10,15,-0.5
ENSG00000159915,ZNF233,5,0,5
ENSG00000185101,ANO9,16,18,-0.12
ENSG00000185122,HSF1,0,7,-7
ENSG00000168958,MFF,8,10,-0.25
ENSG00000167131,CCDC103,6,5,0.17
ENSG00000175514,GPR152,11,9,0.18
ENSG00000162572,SCNN1D,9,13,-0.44
ENSG00000175544,CABP4,11,9,0.18
ENSG00000185187,SIGIRR,4,0,4
ENSG00000140945,CDH13,4,0,4
ENSG00000166157,name not found,6,7,-0.17
ENSG00000175785,PRIMA1,7,10,-0.43
ENSG00000162695,SLC30A7,0,4,-4
ENSG00000167280,ENGASE,6,5,0.17
ENSG00000185275,CD24P4,17,18,-0.06
ENSG00000166313,APBB1,4,4,0.0
ENSG00000185304,RGPD2,9,11,-0.22
ENSG00000185372,OR2V1,7,5,0.29
ENSG00000169220,RGS14,9,9,0.0
ENSG00000185385,OR7A17,10,8,0.2
ENSG00000169241,SLC50A1,0,4,-4
ENSG00000160471,COX6B2,0,4,-4
ENSG00000144406,UNC80,5,0,5
ENSG00000185479,KRT6B,13,9,0.31
ENSG00000163041,H3-3A,7,5,0.29
ENSG00000166848,TERF2IP,4,0,4
ENSG00000185519,FAM131C,15,17,-0.13
ENSG00000169598,DFFB,10,10,0.0
ENSG00000176884,GRIN1,0,4,-4
ENSG00000144895,EIF2A,5,0,5
ENSG00000185567,AHNAK2,17,15,0.12
ENSG00000185619,PCGF3,17,17,0.0
ENSG00000163209,SPRR3,5,9,-0.8
ENSG00000167702,KIFC2,4,0,4
ENSG00000185651,UBE2L3,14,16,-0.14
ENSG00000160883,HK3,0,6,-6
ENSG00000167723,TRPV3,4,0,4
ENSG00000167741,GGT6,4,0,4
ENSG00000185842,DNAH14,17,18,-0.06
ENSG00000177151,OR2T35,16,18,-0.12
ENSG00000169946,ZFPM2,6,13,-1.17
ENSG00000156395,SORCS3,4,0,4
ENSG00000167771,RCOR2,14,12,0.14
ENSG00000167216,KATNAL2,6,0,6
ENSG00000185940,KRTAP5-5,16,17,-0.06
ENSG00000150672,DLG2,0,4,-4
ENSG00000156639,ZFAND3,0,5,-5
ENSG00000146926,ASB10,12,7,0.42
ENSG00000185958,FAM186A,16,15,0.06
ENSG00000170092,SPDYE5,9,7,0.22
ENSG00000161021,MAML1,0,5,-5
ENSG00000162009,SSTR5,0,4,-4
ENSG00000177239,MAN1B1,10,15,-0.5
ENSG00000151240,DIP2C,4,4,0.0
ENSG00000170312,CDK1,15,18,-0.2
ENSG00000168056,LTBP3,5,0,5
ENSG00000177380,PPFIA3,4,0,4
ENSG00000145996,CDKAL1,4,0,4
ENSG00000186081,KRT5,13,11,0.15
ENSG00000163486,name not found,6,0,6
ENSG00000162390,ACOT11,4,5,-0.25
ENSG00000168255,POLR2J3,6,4,0.33
ENSG00000177462,OR2T8,9,6,0.33
ENSG00000186090,HTR3D,4,5,-0.25
ENSG00000168268,NT5DC2,4,0,4
ENSG00000186160,CYP4Z1,9,12,-0.33
ENSG00000151789,ZNF385D,7,6,0.14
ENSG00000148204,CRB2,4,0,4
ENSG00000186395,KRT10,8,4,0.5
ENSG00000170832,USP32,0,4,-4
ENSG00000157765,SLC34A2,5,4,0.2
ENSG00000167664,TMIGD2,4,11,-1.75
ENSG00000186466,AQP7P1,16,12,0.25
ENSG00000148377,IDI2,8,0,8
ENSG00000186487,MYT1L,8,14,-0.75
ENSG00000171045,TSNARE1,6,4,0.33
ENSG00000148386,LCN9,4,0,4
ENSG00000186715,MST1L,11,4,0.64
ENSG00000152229,PSTPIP2,4,8,-1.0
ENSG00000186847,KRT14,13,16,-0.23
ENSG00000186866,POFUT2,9,6,0.33
ENSG00000159166,LAD1,0,4,-4
ENSG00000168615,ADAM9,12,12,0.0
ENSG00000187172,BAGE2,17,18,-0.06
ENSG00000187527,ATP13A5,12,14,-0.17
ENSG00000162073,PAQR4,0,6,-6
ENSG00000187609,EXD3,12,13,-0.08
ENSG00000178209,PLEC,11,10,0.09
ENSG00000187634,SAMD11,5,7,-0.4
ENSG00000187720,THSD4,10,12,-0.2
ENSG00000164307,ERAP1,0,4,-4
ENSG00000187773,DIPK1C,12,13,-0.08
ENSG00000163283,ALPP,0,4,-4
ENSG00000187848,P2RX2,5,7,-0.4
ENSG00000163357,DCST1,0,9,-9
ENSG00000187905,LRRC74B,17,16,0.06
ENSG00000187908,DMBT1,17,17,0.0
ENSG00000188069,name not found,9,7,0.22
ENSG00000150760,DOCK1,4,0,4
ENSG00000138382,METTL5,4,0,4
ENSG00000188076,SCGB1C1,16,13,0.19
ENSG00000163092,XIRP2,4,4,0.0
ENSG00000160305,DIP2A,0,7,-7
ENSG00000179467,name not found,4,0,4
ENSG00000188095,MESP2,7,8,-0.14
ENSG00000169247,SH3TC2,4,0,4
ENSG00000179477,ALOX12B,14,15,-0.07
ENSG00000138738,PRDM5,6,0,6
ENSG00000188155,KRTAP10-6,17,18,-0.06
ENSG00000165055,METTL2B,6,8,-0.33
ENSG00000163625,WDFY3,0,4,-4
ENSG00000179588,ZFPM1,15,18,-0.2
ENSG00000188279,name not found,11,15,-0.36
ENSG00000160439,RDH13,0,6,-6
ENSG00000188554,NBR1,4,0,4
ENSG00000136819,C9orf78,4,0,4
ENSG00000164855,TMEM184A,8,9,-0.12
ENSG00000172554,SNTG2,7,6,0.14
ENSG00000179776,CDH5,8,11,-0.38
ENSG00000148943,LIN7C,4,0,4
ENSG00000168491,CCDC110,8,10,-0.25
ENSG00000179826,MRGPRX3,4,0,4
ENSG00000188603,CLN3,11,8,0.27
ENSG00000165480,SKA3,5,6,-0.2
ENSG00000179869,ABCA13,6,5,0.17
ENSG00000155066,PROM2,0,4,-4
ENSG00000188760,TMEM198,10,9,0.1
ENSG00000188822,CNR2,13,16,-0.23
ENSG00000172785,CBWD1,9,17,-0.89
ENSG00000170419,VSTM2A,0,6,-6
ENSG00000188827,SLX4,5,6,-0.2
ENSG00000139651,ZNF740,4,0,4
ENSG00000188883,KLRG2,5,7,-0.4
ENSG00000165238,WNK2,5,4,0.2
ENSG00000188897,name not found,14,14,0.0
ENSG00000173163,COMMD1,13,16,-0.23
ENSG00000163812,ZDHHC3,6,6,0.0
ENSG00000162004,CCDC78,10,7,0.3
ENSG00000188976,NOC2L,17,17,0.0
ENSG00000143110,C1orf162,4,0,4
ENSG00000169154,GOT1L1,0,4,-4
ENSG00000189042,ZNF567,7,10,-0.43
ENSG00000173210,ABLIM3,13,12,0.08
ENSG00000170667,RASA4B,9,5,0.44
ENSG00000169231,THBS3,6,8,-0.33
ENSG00000151208,DLG5,4,0,4
ENSG00000189052,CGB5,5,10,-1.0
ENSG00000181523,SGSH,10,11,-0.1
ENSG00000189056,RELN,4,0,4
ENSG00000170743,SYT9,6,0,6
ENSG00000150316,CWC15,6,0,6
ENSG00000189108,IL1RAPL2,16,16,0.0
ENSG00000139629,GALNT6,4,0,4
ENSG00000181790,ADGRB1,15,14,0.07
ENSG00000189292,ALKAL2,9,10,-0.11
ENSG00000156313,RPGR,0,7,-7
ENSG00000173546,CSPG4,8,5,0.38
ENSG00000182095,TNRC18,11,0,11
ENSG00000182187,CRYGB,0,4,-4
ENSG00000196126,HLA-DRB1,17,18,-0.06
ENSG00000162714,ZNF496,0,5,-5
ENSG00000171219,CDC42BPG,0,4,-4
ENSG00000182319,name not found,8,11,-0.38
ENSG00000196218,RYR1,9,7,0.22
ENSG00000182330,PRAMEF8,4,5,-0.25
ENSG00000196364,PRSS29P,9,11,-0.22
ENSG00000182446,NPLOC4,4,0,4
ENSG00000154102,C16orf74,4,0,4
ENSG00000196417,ZNF765,15,13,0.13
ENSG00000140254,DUOXA1,4,0,4
ENSG00000196436,NPIPB15,12,8,0.33
ENSG00000140274,DUOXA2,4,0,4
ENSG00000182634,OR10G7,6,7,-0.17
ENSG00000196440,ARMCX4,14,16,-0.14
ENSG00000170442,KRT86,10,8,0.2
ENSG00000182670,TTC3,14,16,-0.14
ENSG00000196476,C20orf96,4,0,4
ENSG00000182853,VMO1,16,17,-0.06
ENSG00000196507,TCEAL3,12,17,-0.42
ENSG00000146872,TLK2,4,0,4
ENSG00000166359,WDR88,0,4,-4
ENSG00000171603,CLSTN1,4,4,0.0
ENSG00000153093,ACOXL,7,0,7
ENSG00000182870,GALNT9,15,15,0.0
ENSG00000196531,NACA,16,13,0.19
ENSG00000171608,PIK3CD,6,0,6
ENSG00000170525,PFKFB3,5,0,5
ENSG00000196557,CACNA1H,15,17,-0.13
ENSG00000157764,BRAF,6,6,0.0
ENSG00000174469,CNTNAP2,12,13,-0.08
ENSG00000170581,STAT2,4,0,4
ENSG00000196565,HBG2,17,18,-0.06
ENSG00000165171,METTL27,0,4,-4
ENSG00000183091,NEB,6,9,-0.5
ENSG00000183207,RUVBL2,5,4,0.2
ENSG00000196604,POTEF,12,10,0.17
ENSG00000167613,LAIR1,0,4,-4
ENSG00000196622,name not found,7,10,-0.43
ENSG00000155463,OXA1L,6,0,6
ENSG00000196648,name not found,10,5,0.5
ENSG00000165533,TTC8,0,4,-4
ENSG00000196739,COL27A1,7,7,0.0
ENSG00000147535,PLPP5,0,5,-5
ENSG00000153498,SPACA7,5,7,-0.4
ENSG00000183378,OVCH2,5,7,-0.4
ENSG00000196767,POU3F4,16,18,-0.12
ENSG00000196862,RGPD4,13,14,-0.08
ENSG00000174891,RSRC1,5,8,-0.6
ENSG00000196912,ANKRD36B,14,17,-0.21
ENSG00000183495,EP400,8,10,-0.25
ENSG00000196934,name not found,14,15,-0.07
ENSG00000167483,NIBAN3,4,5,-0.25
ENSG00000174917,MICOS13,0,7,-7
ENSG00000163751,CPA3,4,0,4
ENSG00000196944,OR2T4,9,11,-0.22
ENSG00000158805,ZNF276,6,9,-0.5
ENSG00000167618,LAIR2,0,5,-5
ENSG00000175054,ATR,6,11,-0.83
ENSG00000196961,AP2A1,4,5,-0.25
ENSG00000183706,OR4N4,9,12,-0.33
ENSG00000197043,ANXA6,14,15,-0.07
ENSG00000163995,ABLIM2,10,8,0.2
ENSG00000172014,ANKRD20A4P,12,12,0.0
ENSG00000197106,SLC6A17,10,13,-0.3
ENSG00000183733,FIGLA,9,9,0.0
ENSG00000197165,SULT1A2,0,4,-4
ENSG00000159082,SYNJ1,6,8,-0.33
ENSG00000175216,CKAP5,0,4,-4
ENSG00000183751,TBL3,5,0,5
ENSG00000197177,ADGRA1,15,13,0.13
ENSG00000197272,IL27,11,8,0.27
ENSG00000197616,MYH6,4,4,0.0
ENSG00000197724,PHF2,15,18,-0.2
ENSG00000148832,PAOX,4,0,4
ENSG00000167548,KMT2D,0,4,-4
ENSG00000197774,EME2,0,4,-4
ENSG00000175866,BAIAP2,13,13,0.0
ENSG00000183914,DNAH2,5,0,5
ENSG00000197879,MYO1C,9,6,0.33
ENSG00000157322,CLEC18A,10,0,10
ENSG00000197903,H2BC12,12,16,-0.33
ENSG00000166750,SLFN5,0,4,-4
ENSG00000184347,SLIT3,5,0,5
ENSG00000197915,HRNR,17,16,0.06
ENSG00000166762,CATSPER2,5,6,-0.2
ENSG00000184384,MAML2,0,7,-7
ENSG00000198053,SIRPA,12,11,0.08
ENSG00000167642,SPINT2,5,10,-1.0
ENSG00000198106,name not found,16,17,-0.06
ENSG00000176155,CCDC57,13,16,-0.23
ENSG00000184497,TMEM255B,15,17,-0.13
ENSG00000157368,IL34,4,0,4
ENSG00000158125,XDH,0,6,-6
ENSG00000198216,CACNA1E,6,0,6
ENSG00000155875,SAXO1,0,4,-4
ENSG00000198246,SLC29A3,16,18,-0.12
ENSG00000160298,C21orf58,4,0,4
ENSG00000176531,PHLDB3,0,6,-6
ENSG00000168594,ADAM29,7,9,-0.29
ENSG00000198271,KRTAP4-5,11,12,-0.09
ENSG00000184922,FMNL1,15,18,-0.2
ENSG00000198443,KRTAP4-1,17,18,-0.06
ENSG00000176681,LRRC37A,7,8,-0.14
ENSG00000167281,RBFOX3,0,4,-4
ENSG00000198453,ZNF568,7,8,-0.14
ENSG00000198488,B3GNT6,5,4,0.2
ENSG00000173678,SPDYE2B,7,5,0.29
ENSG00000198502,HLA-DRB5,16,17,-0.06
ENSG00000198626,RYR2,8,5,0.38
ENSG00000185203,WASIR1,8,6,0.25
ENSG00000198691,ABCA4,6,4,0.33
ENSG00000169021,UQCRFS1,0,5,-5
ENSG00000198788,MUC2,17,18,-0.06
ENSG00000173327,MAP3K11,5,0,5
ENSG00000185298,CCDC137,5,0,5
ENSG00000158486,DNAH3,6,4,0.33
ENSG00000169131,ZNF354A,4,0,4
ENSG00000167971,CASKIN1,0,4,-4
ENSG00000198858,R3HDM4,5,11,-1.2
ENSG00000159267,HLCS,0,5,-5
ENSG00000159398,CES5A,0,4,-4
ENSG00000185448,FAM47A,9,10,-0.11
ENSG00000177414,UBE2U,0,4,-4
ENSG00000169282,KCNAB1,4,5,-0.25
ENSG00000185507,IRF7,6,9,-0.5
ENSG00000177675,CD163L1,0,4,-4
ENSG00000169375,SIN3A,9,11,-0.22
ENSG00000144357,UBR3,6,0,6
ENSG00000199702,RNU6-170P,14,18,-0.29
ENSG00000166104,name not found,4,8,-1.0
ENSG00000185527,PDE6G,5,0,5
ENSG00000199876,name not found,7,10,-0.43
ENSG00000169629,RGPD8,6,7,-0.17
ENSG00000168394,TAP1,0,5,-5
ENSG00000159167,STC1,4,0,4
ENSG00000200057,RN7SKP63,14,15,-0.07
ENSG00000177728,TMEM94,7,10,-0.43
ENSG00000169994,MYO7B,10,6,0.4
ENSG00000200790,RNU6-631P,14,15,-0.07
ENSG00000200829,Y_RNA,11,13,-0.18
ENSG00000173992,CCS,0,4,-4
ENSG00000175048,ZDHHC14,4,0,4
ENSG00000185933,CALHM1,9,9,0.0
ENSG00000201273,RNU6-776P,10,10,0.0
ENSG00000160161,CILP2,4,0,4
ENSG00000170180,GYPA,11,13,-0.18
ENSG00000202025,RNU6-1240P,4,5,-0.25
ENSG00000202474,RNA5SP283,17,18,-0.06
ENSG00000169696,ASPSCR1,7,15,-1.14
ENSG00000175221,MED16,4,0,4
ENSG00000186117,name not found,4,4,0.0
ENSG00000203335,name not found,0,5,-5
ENSG00000178430,name not found,0,5,-5
ENSG00000186226,LCE1E,5,5,0.0
ENSG00000169045,HNRNPH1,0,4,-4
ENSG00000203690,TCP10L3,9,8,0.11
ENSG00000175344,CHRNA7,7,10,-0.43
ENSG00000163072,NOSTRIN,7,8,-0.14
ENSG00000178773,CPNE7,10,12,-0.2
ENSG00000186399,GOLGA8R,10,7,0.3
ENSG00000203832,name not found,17,18,-0.06
ENSG00000170160,CCDC144A,0,6,-6
ENSG00000186523,FAM86B1,15,17,-0.13
ENSG00000203837,PNLIPRP3,17,18,-0.06
ENSG00000160551,TAOK1,0,4,-4
ENSG00000186529,CYP4F3,15,17,-0.13
ENSG00000203987,name not found,17,15,0.12
ENSG00000179085,DPM3,0,4,-4
ENSG00000204044,SLC12A5-AS1,10,10,0.0
ENSG00000169592,INO80E,0,6,-6
ENSG00000159753,CARMIL2,4,0,4
ENSG00000204084,INPP5B,5,6,-0.2
ENSG00000169604,ANTXR1,0,8,-8
ENSG00000204099,NEU4,15,18,-0.2
ENSG00000163219,ARHGAP25,6,4,0.33
ENSG00000204175,GPRIN2,17,18,-0.06
ENSG00000186777,ZNF732,5,0,5
ENSG00000186818,LILRB4,9,7,0.22
ENSG00000204256,BRD2,6,4,0.33
ENSG00000204301,NOTCH4,9,13,-0.44
ENSG00000204323,SMIM5,7,8,-0.14
ENSG00000170122,FOXD4,5,11,-1.2
ENSG00000176101,SSNA1,4,0,4
ENSG00000187017,ESPN,11,7,0.36
ENSG00000204392,LSM2,15,15,0.0
ENSG00000171105,INSR,4,4,0.0
ENSG00000179889,PDXDC1,6,13,-1.17
ENSG00000170379,TCAF2,0,6,-6
ENSG00000204394,VARS1,15,15,0.0
ENSG00000172139,SLC9C1,5,6,-0.2
ENSG00000160271,RALGDS,6,4,0.33
ENSG00000176248,ANAPC2,5,0,5
ENSG00000187185,name not found,6,8,-0.33
ENSG00000204396,VWA7,4,0,4
ENSG00000176294,OR4N2,6,6,0.0
ENSG00000187372,PCDHB13,8,10,-0.25
ENSG00000204410,MSH5,4,0,4
ENSG00000172379,ARNT2,9,7,0.22
ENSG00000175497,DPP10,12,13,-0.08
ENSG00000187624,C17orf97,8,9,-0.12
ENSG00000161395,PGAP3,5,0,5
ENSG00000204480,PRAMEF19,13,12,0.08
ENSG00000172572,PDE3A,5,0,5
ENSG00000204481,PRAMEF14,13,12,0.08
ENSG00000180855,ZNF443,8,9,-0.12
ENSG00000187889,FYB2,14,15,-0.07
ENSG00000204495,name not found,13,12,0.08
ENSG00000172661,WASHC2C,0,4,-4
ENSG00000176783,RUFY1,6,6,0.0
ENSG00000204501,PRAMEF15,13,10,0.23
ENSG00000162063,CCNF,10,5,0.5
ENSG00000204502,name not found,14,14,0.0
ENSG00000204520,MICA,7,5,0.29
ENSG00000204525,HLA-C,15,14,0.07
ENSG00000171811,CFAP46,0,7,-7
ENSG00000204536,CCHCR1,14,15,-0.07
ENSG00000163702,IL17RC,4,0,4
ENSG00000177058,SLC38A9,10,6,0.4
ENSG00000204538,PSORS1C2,7,7,0.0
ENSG00000181518,OR8D4,0,9,-9
ENSG00000169962,TAS1R3,7,7,0.0
ENSG00000204540,PSORS1C1,9,8,0.11
ENSG00000161999,JMJD8,5,0,5
ENSG00000204577,LILRB3,16,16,0.0
ENSG00000188388,GOLGA6L3,8,0,8
ENSG00000204610,TRIM15,5,0,5
ENSG00000182087,TMEM259,12,13,-0.08
ENSG00000170178,HOXD12,0,4,-4
ENSG00000204616,TRIM31,16,17,-0.06
ENSG00000177302,TOP3A,0,4,-4
ENSG00000204642,HLA-F,17,17,0.0
ENSG00000204839,MROH6,12,17,-0.42
ENSG00000173273,TNKS,0,7,-7
ENSG00000171402,XAGE3,7,5,0.29
ENSG00000176510,OR10AC1,7,0,7
ENSG00000162591,MEGF6,5,0,5
ENSG00000204842,ATXN2,4,0,4
ENSG00000182348,ZNF804B,7,8,-0.14
ENSG00000171421,MRPL36,9,9,0.0
ENSG00000189023,MAGEB16,8,7,0.12
ENSG00000204880,KRTAP4-8,6,11,-0.83
ENSG00000204889,KRT40,7,7,0.0
ENSG00000204918,PRR20B,8,7,0.12
ENSG00000162753,SLC9C2,8,7,0.12
ENSG00000189164,ZNF527,6,6,0.0
ENSG00000204919,PRR20A,9,8,0.11
ENSG00000176879,name not found,4,6,-0.5
ENSG00000204956,PCDHGA1,11,9,0.18
ENSG00000189298,ZKSCAN3,8,7,0.12
ENSG00000204961,PCDHA9,13,15,-0.15
ENSG00000189337,KAZN,12,16,-0.33
ENSG00000204962,PCDHA8,17,18,-0.06
ENSG00000172845,SP3,0,4,-4
ENSG00000174231,PRPF8,0,6,-6
ENSG00000189339,SLC35E2B,16,18,-0.12
ENSG00000162851,TFB2M,7,0,7
ENSG00000204963,PCDHA7,17,18,-0.06
ENSG00000189350,TOGARAM2,6,5,0.17
ENSG00000161849,KRT84,4,0,4
ENSG00000204965,PCDHA5,17,18,-0.06
ENSG00000183018,SPNS2,4,7,-0.75
ENSG00000196071,OR2L13,10,11,-0.1
ENSG00000204967,PCDHA4,17,18,-0.06
ENSG00000196109,ZNF676,14,15,-0.07
ENSG00000204969,PCDHA2,17,18,-0.06
ENSG00000179094,PER1,4,0,4
ENSG00000204970,PCDHA1,17,18,-0.06
ENSG00000183117,CSMD1,6,9,-0.5
ENSG00000196156,KRTAP4-3,13,10,0.23
ENSG00000177359,name not found,9,5,0.44
ENSG00000196337,CGB7,9,12,-0.33
ENSG00000205236,name not found,9,4,0.56
ENSG00000174672,BRSK2,0,5,-5
ENSG00000177398,UMODL1,4,0,4
ENSG00000179397,CATSPERE,6,0,6
ENSG00000205277,MUC12,17,18,-0.06
ENSG00000177542,SLC25A22,11,13,-0.18
ENSG00000157601,MX1,5,0,5
ENSG00000165115,KIF27,7,6,0.14
ENSG00000177595,PIDD1,11,13,-0.18
ENSG00000179412,HNRNPCL4,0,5,-5
ENSG00000205592,MUC19,17,18,-0.06
ENSG00000205639,MFSD2B,0,4,-4
ENSG00000205642,VCX3B,5,6,-0.2
ENSG00000205822,TPTE2P6,10,10,0.0
ENSG00000179954,SSC5D,5,6,-0.2
ENSG00000205853,RFPL3S,13,11,0.15
ENSG00000205929,C21orf62,10,14,-0.4
ENSG00000180081,name not found,5,4,0.2
ENSG00000196460,RFX8,0,4,-4
ENSG00000205930,C21orf62-AS1,10,14,-0.4
ENSG00000172915,NBEA,0,5,-5
ENSG00000162458,FBLIM1,0,4,-4
ENSG00000206145,P2RX6P,17,16,0.06
ENSG00000196550,FAM72A,9,12,-0.33
ENSG00000206337,HCP5,7,5,0.29
ENSG00000175634,RPS6KB2,4,0,4
ENSG00000206503,HLA-A,17,15,0.12
ENSG00000163781,TOPBP1,8,4,0.5
ENSG00000184492,FOXD4L1,7,8,-0.14
ENSG00000177943,MAMDC4,4,0,4
ENSG00000206979,SNORD61,14,16,-0.14
ENSG00000172270,BSG,4,4,0.0
ENSG00000159433,STARD9,4,0,4
ENSG00000162438,CTRC,4,0,4
ENSG00000163703,CRELD1,4,0,4
ENSG00000163939,PBRM1,0,6,-6
ENSG00000196663,TECPR2,0,4,-4
ENSG00000173272,MZT2A,5,8,-0.6
ENSG00000180987,name not found,6,8,-0.33
ENSG00000196700,ZNF512B,13,14,-0.08
ENSG00000207947,MIR152,8,13,-0.62
ENSG00000174093,name not found,5,8,-0.6
ENSG00000166387,PPFIBP2,0,4,-4
ENSG00000172482,AGXT,6,6,0.0
ENSG00000196735,HLA-DQA1,14,14,0.0
ENSG00000211650,IGLV5-45,15,13,0.13
ENSG00000176108,CHMP6,0,4,-4
ENSG00000196782,MAML3,6,9,-0.5
ENSG00000211651,IGLV1-44,15,13,0.13
ENSG00000184999,SLC22A10,5,4,0.2
ENSG00000181240,SLC25A41,11,10,0.09
ENSG00000164122,ASB5,4,0,4
ENSG00000211713,TRBV6-4,9,9,0.0
ENSG00000174348,PODN,0,4,-4
ENSG00000181404,WASHC1,10,8,0.2
ENSG00000196876,SCN8A,15,17,-0.13
ENSG00000211714,TRBV7-3,13,15,-0.15
ENSG00000185024,BRF1,0,4,-4
ENSG00000152767,FARP1,4,0,4
ENSG00000211715,TRBV5-3,13,15,-0.15
ENSG00000178896,EXOSC4,4,0,4
ENSG00000196936,name not found,9,10,-0.11
ENSG00000211716,TRBV9,11,13,-0.18
ENSG00000178950,GAK,6,0,6
ENSG00000211727,TRBV7-6,17,18,-0.06
ENSG00000185164,NOMO2,6,9,-0.5
ENSG00000173801,JUP,0,4,-4
ENSG00000211731,TRBV5-7,17,15,0.12
ENSG00000173809,TDRD12,0,4,-4
ENSG00000211745,TRBV4-2,13,14,-0.08
ENSG00000176920,FUT2,8,9,-0.12
ENSG00000211764,TRBJ2-1,17,18,-0.06
ENSG00000179832,MROH1,7,6,0.14
ENSG00000182109,name not found,6,7,-0.17
ENSG00000197213,ZSCAN5B,8,9,-0.12
ENSG00000211765,TRBJ2-2,17,18,-0.06
ENSG00000174938,SEZ6L2,4,5,-0.25
ENSG00000211766,TRBJ2-2P,17,18,-0.06
ENSG00000211767,TRBJ2-3,17,18,-0.06
ENSG00000167232,ZNF91,7,6,0.14
ENSG00000182240,BACE2,5,0,5
ENSG00000211768,TRBJ2-4,17,18,-0.06
ENSG00000164647,STEAP1,4,0,4
ENSG00000211769,TRBJ2-5,17,18,-0.06
ENSG00000197701,name not found,7,7,0.0
ENSG00000163576,EFHB,4,0,4
ENSG00000211770,TRBJ2-6,17,18,-0.06
ENSG00000182326,C1S,0,4,-4
ENSG00000211771,TRBJ2-7,17,18,-0.06
ENSG00000180155,LYNX1,9,4,0.56
ENSG00000182329,KIAA2012,6,0,6
ENSG00000197818,SLC9A8,12,14,-0.17
ENSG00000211772,TRBC2,17,18,-0.06
ENSG00000180228,PRKRA,11,11,0.0
ENSG00000182472,CAPN12,5,10,-1.0
ENSG00000197870,PRB3,15,18,-0.2
ENSG00000211947,IGHV3-21,10,13,-0.3
ENSG00000177303,CASKIN2,5,7,-0.4
ENSG00000197893,NRAP,5,5,0.0
ENSG00000211964,IGHV3-48,9,13,-0.44
ENSG00000167614,TTYH1,0,4,-4
ENSG00000185565,LSAMP,0,4,-4
ENSG00000180448,ARHGAP45,6,5,0.17
ENSG00000182583,VCX,11,9,0.18
ENSG00000211972,IGHV3-66,6,7,-0.17
ENSG00000197959,DNM3,5,5,0.0
ENSG00000163803,PLB1,5,0,5
ENSG00000212123,PRR22,17,18,-0.06
ENSG00000212127,TAS2R14,5,4,0.2
ENSG00000198040,ZNF84,5,6,-0.2
ENSG00000163820,FYCO1,4,0,4
ENSG00000175779,LINC02694,0,4,-4
ENSG00000185658,BRWD1,11,11,0.0
ENSG00000180638,SLC47A2,4,0,4
ENSG00000212441,RNU6-1269P,5,0,5
ENSG00000198077,CYP2A7,12,7,0.42
ENSG00000212498,SNORD86,15,12,0.2
ENSG00000212807,OR2A42,13,13,0.0
ENSG00000213030,CGB8,5,10,-1.0
ENSG00000165390,name not found,10,6,0.4
ENSG00000185829,ARL17A,8,8,0.0
ENSG00000183305,MAGEA2B,4,5,-0.25
ENSG00000198155,ZNF876P,4,0,4
ENSG00000183310,OR2T34,4,4,0.0
ENSG00000213214,ARHGEF35,13,13,0.0
ENSG00000185864,NPIPB4,5,4,0.2
ENSG00000213366,GSTM2,8,17,-1.12
ENSG00000198250,name not found,4,6,-0.5
ENSG00000183527,PSMG1,5,6,-0.2
ENSG00000198346,ZNF813,11,9,0.18
ENSG00000213523,SRA1,12,13,-0.08
ENSG00000178150,ZNF114,10,8,0.2
ENSG00000183682,BMP8A,6,7,-0.17
ENSG00000186136,TAS2R42,12,16,-0.33
ENSG00000176485,PLAAT3,8,13,-0.62
ENSG00000213931,HBE1,16,18,-0.12
ENSG00000176540,OR4C5,0,4,-4
ENSG00000156510,HKDC1,4,0,4
ENSG00000183791,name not found,4,0,4
ENSG00000214534,ZNF705E,13,16,-0.23
ENSG00000181409,AATK,12,11,0.08
ENSG00000198838,RYR3,4,8,-1.0
ENSG00000198848,CES1,12,10,0.17
ENSG00000214892,USP8P1,13,9,0.31
ENSG00000178605,GTPBP6,8,10,-0.25
ENSG00000214897,PNMA6E,5,0,5
ENSG00000184110,EIF3C,6,7,-0.17
ENSG00000214922,HLA-F-AS1,17,17,0.0
ENSG00000184156,KCNQ3,4,0,4
ENSG00000214978,GSG1L2,13,9,0.31
ENSG00000186567,CEACAM19,0,4,-4
ENSG00000175003,SLC22A1,0,7,-7
ENSG00000215182,MUC5AC,17,18,-0.06
ENSG00000186684,CYP27C1,12,14,-0.17
ENSG00000177106,EPS8L2,9,6,0.33
ENSG00000215252,GOLGA8B,15,14,0.07
ENSG00000172869,DMXL1,6,10,-0.67
ENSG00000184324,name not found,4,5,-0.25
ENSG00000199480,RNA5SP389,12,10,0.17
ENSG00000215256,DHRS4-AS1,5,0,5
